rfq_id,similar_rfq_id,rank,similarity
9a26d7df-1335-45d4-97cd-6d7459fb2674,9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,2,
9a26d7df-1335-45d4-97cd-6d7459fb2674,b9dc4688-75e2-45ed-82ed-c33ca308f94e,3,0.3
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,140d30f7-f16d-4455-a448-516ab6616812,1,0.29649122807017547
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,2,0.29649122807017547
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,b64d3856-e630-4fa6-b5f7-d02e900e510e,3,0.29473684210526313
e51114ac-ff3c-4823-be87-e25e9085096a,8aff426d-b8c0-43aa-ad26-835ef4de6129,1,
e51114ac-ff3c-4823-be87-e25e9085096a,37e624be-b125-464f-85b6-1838530193ef,2,
e51114ac-ff3c-4823-be87-e25e9085096a,b8257184-6307-46ab-b06e-d979336d1263,3,
7be2d720-52c2-4f8a-a82a-2b90f535ad40,b8257184-6307-46ab-b06e-d979336d1263,1,0.3
7be2d720-52c2-4f8a-a82a-2b90f535ad40,973d80a1-f1b8-461b-bb25-7d8852968b1c,2,0.3
7be2d720-52c2-4f8a-a82a-2b90f535ad40,8fe87807-dae8-4341-94fd-2ab91f176464,3,0.3
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,06bf89b8-3e0b-4be9-a611-1e656cae34eb,1,0.29615384615384616
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,9f17335e-306b-48c7-8ee5-53a8d967e6f5,2,0.29615384615384616
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,69b87316-8ff0-4eab-b9ff-210247784518,3,0.29615384615384616
c7dbd2da-a758-44ba-9e16-ee10ec99f631,b8257184-6307-46ab-b06e-d979336d1263,1,0.3
c7dbd2da-a758-44ba-9e16-ee10ec99f631,973d80a1-f1b8-461b-bb25-7d8852968b1c,2,0.3
c7dbd2da-a758-44ba-9e16-ee10ec99f631,8fe87807-dae8-4341-94fd-2ab91f176464,3,0.3
24889764-ab00-4c8e-ae3e-5945601bbafb,920dcf5c-136f-4ffc-9449-03f00c1b5a46,1,0.3
24889764-ab00-4c8e-ae3e-5945601bbafb,a462a4cb-bbaa-4417-b876-4b8606c6f8db,2,0.3
24889764-ab00-4c8e-ae3e-5945601bbafb,7729084d-fc2d-41d8-a8df-891da74078f1,3,0.3
8da7061a-5e02-49b0-a888-fb3461b8a8c5,63140d1f-dda8-40fe-8931-bcaba65d5772,1,0.3
8da7061a-5e02-49b0-a888-fb3461b8a8c5,11cffc57-44be-4d79-bfd5-97482be566d3,2,0.3
8da7061a-5e02-49b0-a888-fb3461b8a8c5,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,3,0.3
3890f753-a284-4da4-9723-c0a697c8a403,b8257184-6307-46ab-b06e-d979336d1263,1,0.3
3890f753-a284-4da4-9723-c0a697c8a403,973d80a1-f1b8-461b-bb25-7d8852968b1c,2,0.3
3890f753-a284-4da4-9723-c0a697c8a403,8fe87807-dae8-4341-94fd-2ab91f176464,3,0.3
41a4f5a5-728a-4965-b483-6e265eebf93a,920dcf5c-136f-4ffc-9449-03f00c1b5a46,1,0.3
41a4f5a5-728a-4965-b483-6e265eebf93a,a462a4cb-bbaa-4417-b876-4b8606c6f8db,2,0.3
41a4f5a5-728a-4965-b483-6e265eebf93a,7729084d-fc2d-41d8-a8df-891da74078f1,3,0.3
b30cef8b-4065-4272-89b5-57b1fd91c50d,140d30f7-f16d-4455-a448-516ab6616812,1,0.3
b30cef8b-4065-4272-89b5-57b1fd91c50d,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,2,0.3
b30cef8b-4065-4272-89b5-57b1fd91c50d,341ae37b-3e39-44f4-99f5-566fab316e0c,3,0.3
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,06bf89b8-3e0b-4be9-a611-1e656cae34eb,1,0.3
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,84be5122-71d5-4a35-a912-fd2911e3c64f,2,0.2706535947712418
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0f595b0b-2253-4585-a672-fda592da7191,3,0.2706535947712418
4da333cf-6f2a-4b64-9212-2be665c5e1e3,37e624be-b125-464f-85b6-1838530193ef,1,0.285
4da333cf-6f2a-4b64-9212-2be665c5e1e3,3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,2,0.26299999999999996
4da333cf-6f2a-4b64-9212-2be665c5e1e3,b8257184-6307-46ab-b06e-d979336d1263,3,0.2313
e0bfc6b2-19de-475e-ba88-6d6081204ed9,920dcf5c-136f-4ffc-9449-03f00c1b5a46,1,0.3
e0bfc6b2-19de-475e-ba88-6d6081204ed9,a462a4cb-bbaa-4417-b876-4b8606c6f8db,2,0.3
e0bfc6b2-19de-475e-ba88-6d6081204ed9,7729084d-fc2d-41d8-a8df-891da74078f1,3,0.3
e67e6b48-e699-4e55-9640-ff061375d513,920dcf5c-136f-4ffc-9449-03f00c1b5a46,1,0.3
e67e6b48-e699-4e55-9640-ff061375d513,a462a4cb-bbaa-4417-b876-4b8606c6f8db,2,0.3
e67e6b48-e699-4e55-9640-ff061375d513,7729084d-fc2d-41d8-a8df-891da74078f1,3,0.3
2c0d57e5-e106-4874-b3fc-2204172df725,920dcf5c-136f-4ffc-9449-03f00c1b5a46,1,0.3
