rfq_id,match_id,similarity_score
2761ad98-baa2-4022-b98c-146a32b16dec,a06f49b5-9d24-40a5-976b-21017110a7d4,0.4567
2761ad98-baa2-4022-b98c-146a32b16dec,d6cf062a-c830-436c-b2d2-6ac0f0e37fc0,0.45
2761ad98-baa2-4022-b98c-146a32b16dec,4867919e-2a2f-4f11-83b4-aa51c4684475,0.45
985a13af-6aee-4660-83c1-ce5114758d4e,22954beb-e993-4c0d-89e5-e6d4c1e93cfa,0.5
985a13af-6aee-4660-83c1-ce5114758d4e,8fd1c83f-d180-44b3-8e41-334ad91f842d,0.4785
985a13af-6aee-4660-83c1-ce5114758d4e,62ada5a9-d81a-497f-90c6-5522f3fe5e6b,0.4785
9b6f3d40-da34-465e-9211-b0d7b1d19036,bab67e88-be02-40c9-b3d7-b43a4adff716,0.5427
9b6f3d40-da34-465e-9211-b0d7b1d19036,440ab201-7acd-4ab7-80dd-ddfccd2ffbe8,0.4998
9b6f3d40-da34-465e-9211-b0d7b1d19036,dbd6df04-53ef-4eb6-9b04-8d3b0f16ea0a,0.4499
e63d7e85-caef-4f2f-a89b-3889907f7e74,e0bfc6b2-19de-475e-ba88-6d6081204ed9,0.5
e63d7e85-caef-4f2f-a89b-3889907f7e74,82fc492f-0adc-49bd-8458-69bb1f0f318e,0.4
e63d7e85-caef-4f2f-a89b-3889907f7e74,90b02a62-3da9-4648-948c-52627d086a50,0.4
2104d59d-0957-4875-b4b1-7f968cb43352,02871910-2424-46d2-bd2c-52a716b09c00,0.5
2104d59d-0957-4875-b4b1-7f968cb43352,54439e37-9ca6-476c-825a-0304a9dfcb26,0.5
2104d59d-0957-4875-b4b1-7f968cb43352,a7f069f3-9543-4a65-9266-0d360a37bff1,0.5
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,b6a8a28e-b744-4e4f-a040-be65cfec1ef5,0.5
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,939af091-8ffd-4cd3-9c69-6530b2a906d7,0.5
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,96ab7c99-7e3c-436f-b380-2feb5372d931,0.4987
b64d3856-e630-4fa6-b5f7-d02e900e510e,7916fb45-89ef-445c-93f7-21a464eb870c,0.4999
b64d3856-e630-4fa6-b5f7-d02e900e510e,5a0c0459-d730-44b6-9e3c-ff99f2362f11,0.4999
b64d3856-e630-4fa6-b5f7-d02e900e510e,f4371a33-6507-40a1-b44f-ba156004ea92,0.4999
761b9fc9-1000-476c-bebe-6c40dd431b1c,2564eefa-070f-4e4a-915e-c553a35fa561,0.5297
761b9fc9-1000-476c-bebe-6c40dd431b1c,b2bc544a-219d-4899-9fa4-191e3f475649,0.5295
761b9fc9-1000-476c-bebe-6c40dd431b1c,c717fe40-0d63-4a86-ba3d-afe718e44995,0.5295
bab67e88-be02-40c9-b3d7-b43a4adff716,9b6f3d40-da34-465e-9211-b0d7b1d19036,0.5427
bab67e88-be02-40c9-b3d7-b43a4adff716,440ab201-7acd-4ab7-80dd-ddfccd2ffbe8,0.4997
bab67e88-be02-40c9-b3d7-b43a4adff716,6a2dc825-fd93-414d-88c8-2171477ac50a,0.4497
5190b002-36f4-497b-b1aa-856762facb07,ac846c9f-9e64-46ed-8554-9bec7d3bd076,0.6989
5190b002-36f4-497b-b1aa-856762facb07,7d1ab305-7fc6-4ab0-bc2a-9ae1e038e67e,0.6978
5190b002-36f4-497b-b1aa-856762facb07,aafdee84-7b34-40d0-bda0-1f1ac409258b,0.6778
8cc82a77-7371-4839-bca3-86f8d3ea627a,e42b147c-89f1-46de-b56e-0f201d709601,0.5429
8cc82a77-7371-4839-bca3-86f8d3ea627a,87ba0db6-dcd7-419a-b043-d32652eb4c05,0.5226
8cc82a77-7371-4839-bca3-86f8d3ea627a,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.5113
e42b147c-89f1-46de-b56e-0f201d709601,8cc82a77-7371-4839-bca3-86f8d3ea627a,0.5429
e42b147c-89f1-46de-b56e-0f201d709601,87ba0db6-dcd7-419a-b043-d32652eb4c05,0.5226
e42b147c-89f1-46de-b56e-0f201d709601,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.5113
269d6f1b-faa1-4fae-ab15-e71211c94cff,9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,0.4929
269d6f1b-faa1-4fae-ab15-e71211c94cff,1de03ffd-cfca-42e0-bd89-21e62f0e0aac,0.4505
269d6f1b-faa1-4fae-ab15-e71211c94cff,2ddb93ef-2d44-4831-94ae-3aeac8acfdb9,0.45
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,269d6f1b-faa1-4fae-ab15-e71211c94cff,0.4929
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,1de03ffd-cfca-42e0-bd89-21e62f0e0aac,0.4505
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,341ae37b-3e39-44f4-99f5-566fab316e0c,0.45
795c1324-5586-4057-8c6a-574755248aa2,71721a5d-14cd-4583-b637-d802c9a85a21,0.5162
795c1324-5586-4057-8c6a-574755248aa2,f88c20b1-9296-462d-9a5c-0acb9de06d93,0.5143
795c1324-5586-4057-8c6a-574755248aa2,9dfc7c8a-eb87-418b-b81c-b9f2820ab417,0.5
724a7dd7-d80d-4320-86c7-b8a879bb619d,f0d6bb5f-55cb-4006-baf2-7bba9b16c0fb,0.5
724a7dd7-d80d-4320-86c7-b8a879bb619d,d0a90019-8dba-4281-bf19-07884317e2c4,0.5
724a7dd7-d80d-4320-86c7-b8a879bb619d,7d4938ac-745b-4ddc-a0bc-e2f8535411b8,0.5
4547058c-19a5-459c-96e7-5c4cfa7f2568,6938d338-6ad1-4280-b994-aa959f48f78f,0.5
4547058c-19a5-459c-96e7-5c4cfa7f2568,c87368c2-f7ef-497c-8422-b27fe5027a2b,0.5
4547058c-19a5-459c-96e7-5c4cfa7f2568,dc99e837-9511-4cd8-8232-8df190346151,0.4999
12779ba3-969c-48dc-97d8-33e72279f695,74afe9b8-0f73-4cad-a08c-471d95211a6e,0.5
12779ba3-969c-48dc-97d8-33e72279f695,4f8e5961-60c1-443f-a624-a343753470a2,0.5
12779ba3-969c-48dc-97d8-33e72279f695,7f8c14b2-fc22-45ec-a383-2f2ee9b23785,0.5
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,1f4c6902-ace9-4b4e-851f-591fcf28323b,0.5
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,e2cf8e2c-68d4-4334-9b7d-cc11fa0213dd,0.5
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,dc99e837-9511-4cd8-8232-8df190346151,0.5
4d565122-229a-4541-8a53-3b18169c3635,a83843ec-d159-437c-aec6-0e97551aa0ec,0.5166
4d565122-229a-4541-8a53-3b18169c3635,7a657d65-533c-4ad1-a7f0-5f4f8c860da2,0.5012
4d565122-229a-4541-8a53-3b18169c3635,74ea808b-eebf-4e39-a732-6344601b87b7,0.5012
2d3e3b00-62f8-48fd-a80d-d15a299ed045,61aca849-8359-4b40-b321-176160c241a7,0.5
2d3e3b00-62f8-48fd-a80d-d15a299ed045,0bf8ca82-5167-4cbf-8bed-020ea18b9510,0.4774
2d3e3b00-62f8-48fd-a80d-d15a299ed045,9aaf3186-32e9-4b8c-a282-048549b03da6,0.4772
61aca849-8359-4b40-b321-176160c241a7,2d3e3b00-62f8-48fd-a80d-d15a299ed045,0.5
61aca849-8359-4b40-b321-176160c241a7,0bf8ca82-5167-4cbf-8bed-020ea18b9510,0.4774
61aca849-8359-4b40-b321-176160c241a7,9aaf3186-32e9-4b8c-a282-048549b03da6,0.4772
02647f9b-5108-4955-938f-e6b003b62690,7e5252f4-8c56-4166-b5f2-535591d81505,0.5
02647f9b-5108-4955-938f-e6b003b62690,ac846c9f-9e64-46ed-8554-9bec7d3bd076,0.5
02647f9b-5108-4955-938f-e6b003b62690,3200a4ec-1195-451c-aa71-a76b2e7f4522,0.5
613608a5-2b5d-4cca-8527-5639ab76949c,ac846c9f-9e64-46ed-8554-9bec7d3bd076,0.6499
613608a5-2b5d-4cca-8527-5639ab76949c,3c805faf-d666-44d9-b07a-07b9f8197915,0.6499
613608a5-2b5d-4cca-8527-5639ab76949c,c4aa5885-0b99-4fc6-bc5e-f77e55a19b36,0.6487
858b4d2a-590d-4d36-b89c-adb0cb039d22,d0c5ccf7-d1a8-45b1-a5da-7f666739777a,0.4498
858b4d2a-590d-4d36-b89c-adb0cb039d22,efad167d-ff24-4216-af83-e231f3db57eb,0.4496
858b4d2a-590d-4d36-b89c-adb0cb039d22,2a43d75f-c7ba-47cd-a051-466565c1b5ef,0.4496
2624655e-ea07-468a-8da8-2e39c9d1e7f0,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.7396
2624655e-ea07-468a-8da8-2e39c9d1e7f0,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.6976
2624655e-ea07-468a-8da8-2e39c9d1e7f0,7d1ab305-7fc6-4ab0-bc2a-9ae1e038e67e,0.69
b9dc4688-75e2-45ed-82ed-c33ca308f94e,9a26d7df-1335-45d4-97cd-6d7459fb2674,0.5
b9dc4688-75e2-45ed-82ed-c33ca308f94e,9a34f125-2a0c-424e-8be9-aadb0259fccf,0.4665
b9dc4688-75e2-45ed-82ed-c33ca308f94e,b30cef8b-4065-4272-89b5-57b1fd91c50d,0.4652
9a26d7df-1335-45d4-97cd-6d7459fb2674,b9dc4688-75e2-45ed-82ed-c33ca308f94e,0.5
9a26d7df-1335-45d4-97cd-6d7459fb2674,9a34f125-2a0c-424e-8be9-aadb0259fccf,0.4519
9a26d7df-1335-45d4-97cd-6d7459fb2674,acc63b60-a988-4e48-bf68-78b98b7c6125,0.4519
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,51edaf19-20d9-4df2-90aa-246c478b3532,0.5857
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,1008838b-bf71-442f-a6e8-3de016146f89,0.5857
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,02658891-8aaf-4ca9-a4ec-b817c80d19d1,0.5852
e51114ac-ff3c-4823-be87-e25e9085096a,9354b8e1-178a-42bf-b4ef-4ce2e4492d5f,0.45
e51114ac-ff3c-4823-be87-e25e9085096a,8d5b290d-49bb-4416-b941-f0791a82b1d7,0.45
e51114ac-ff3c-4823-be87-e25e9085096a,051758b5-f714-4bb4-b535-575cb63ac085,0.45
7be2d720-52c2-4f8a-a82a-2b90f535ad40,c9bf28ea-da72-42e3-9721-73dd2d6c03e9,0.45
7be2d720-52c2-4f8a-a82a-2b90f535ad40,11507d39-b030-464d-95d4-d3ebbb0545a7,0.45
7be2d720-52c2-4f8a-a82a-2b90f535ad40,078f6ae4-4cf2-4c74-b810-157537c3a8b9,0.45
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0.5426
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,c923865d-c488-4d15-a42d-b8ccfb17f160,0.4929
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,3dbe0a02-7dec-4f06-a863-9eb8d99645f0,0.4929
c7dbd2da-a758-44ba-9e16-ee10ec99f631,c88ae08a-0390-40a3-99fe-40013e5b930e,0.5
c7dbd2da-a758-44ba-9e16-ee10ec99f631,732513c7-0864-4037-bb1e-1532518bca64,0.5
c7dbd2da-a758-44ba-9e16-ee10ec99f631,c09c778a-d5c2-4dec-a3e8-e99f28065b97,0.5
24889764-ab00-4c8e-ae3e-5945601bbafb,81f568a6-f3e7-471c-ba29-b562595a8a2e,0.5
24889764-ab00-4c8e-ae3e-5945601bbafb,9dfc7c8a-eb87-418b-b81c-b9f2820ab417,0.5
24889764-ab00-4c8e-ae3e-5945601bbafb,f88c20b1-9296-462d-9a5c-0acb9de06d93,0.5
8da7061a-5e02-49b0-a888-fb3461b8a8c5,451c9406-3053-4605-9f1e-0b6183d93d56,0.5
8da7061a-5e02-49b0-a888-fb3461b8a8c5,49026fd4-c9bd-4c36-a4f6-420f3fbbbbf0,0.5
8da7061a-5e02-49b0-a888-fb3461b8a8c5,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.4996
3890f753-a284-4da4-9723-c0a697c8a403,3cbfc97b-1004-4096-a198-83f672cb4789,0.5
3890f753-a284-4da4-9723-c0a697c8a403,94147869-54e7-4573-a1e8-446456d92dec,0.5
3890f753-a284-4da4-9723-c0a697c8a403,0810e19e-0170-4a1e-930b-f5830e698dce,0.45
41a4f5a5-728a-4965-b483-6e265eebf93a,82fc492f-0adc-49bd-8458-69bb1f0f318e,0.5
41a4f5a5-728a-4965-b483-6e265eebf93a,90b02a62-3da9-4648-948c-52627d086a50,0.5
41a4f5a5-728a-4965-b483-6e265eebf93a,822a6db3-48ad-4290-a711-8c4d7f07abc8,0.5
b30cef8b-4065-4272-89b5-57b1fd91c50d,02658891-8aaf-4ca9-a4ec-b817c80d19d1,0.5554
b30cef8b-4065-4272-89b5-57b1fd91c50d,1008838b-bf71-442f-a6e8-3de016146f89,0.5553
b30cef8b-4065-4272-89b5-57b1fd91c50d,51edaf19-20d9-4df2-90aa-246c478b3532,0.5553
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0d3f1ae0-f78c-47d3-9df6-b749e36304a2,0.5426
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,3dbe0a02-7dec-4f06-a863-9eb8d99645f0,0.4926
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,c923865d-c488-4d15-a42d-b8ccfb17f160,0.4899
4da333cf-6f2a-4b64-9212-2be665c5e1e3,56c75e72-50ae-4e29-aea4-f6394e1d986b,0.4495
4da333cf-6f2a-4b64-9212-2be665c5e1e3,a3f38767-02ae-4990-be18-35ca819684a7,0.4495
4da333cf-6f2a-4b64-9212-2be665c5e1e3,87daa9e0-9c54-4c2e-8a7e-f3765fb00184,0.4
e0bfc6b2-19de-475e-ba88-6d6081204ed9,e63d7e85-caef-4f2f-a89b-3889907f7e74,0.5
e0bfc6b2-19de-475e-ba88-6d6081204ed9,90b02a62-3da9-4648-948c-52627d086a50,0.4
e0bfc6b2-19de-475e-ba88-6d6081204ed9,82fc492f-0adc-49bd-8458-69bb1f0f318e,0.4
e67e6b48-e699-4e55-9640-ff061375d513,8f74902e-31d3-418c-97a4-fd437dfe9e3e,0.5
e67e6b48-e699-4e55-9640-ff061375d513,02871910-2424-46d2-bd2c-52a716b09c00,0.5
e67e6b48-e699-4e55-9640-ff061375d513,54439e37-9ca6-476c-825a-0304a9dfcb26,0.5
2c0d57e5-e106-4874-b3fc-2204172df725,e8fda820-0cfc-4bd3-b262-8a385d761148,0.5
2c0d57e5-e106-4874-b3fc-2204172df725,a2a82c6c-7a7e-4eec-ad69-f487424dc71e,0.5
2c0d57e5-e106-4874-b3fc-2204172df725,9195d6ad-120f-4ae2-8e69-462ca56c3fc0,0.5
e14a46c3-b349-4441-b09f-8088e5663262,02647f9b-5108-4955-938f-e6b003b62690,0.5
e14a46c3-b349-4441-b09f-8088e5663262,ac846c9f-9e64-46ed-8554-9bec7d3bd076,0.5
e14a46c3-b349-4441-b09f-8088e5663262,3200a4ec-1195-451c-aa71-a76b2e7f4522,0.5
87daa9e0-9c54-4c2e-8a7e-f3765fb00184,24dcf5a7-c9f0-4063-973c-50e3d7644527,0.45
